model,pdv_d,self_reported
GPT-OSS-20B,0.8752846717834473,not aware
GPT-OSS-20B,-0.5196783542633057,not aware
GPT-OSS-20B,0.6389654874801636,not aware
GPT-OSS-20B,0.27064239978790283,aware
GPT-OSS-20B,1.8835021257400513,aware
GPT-OSS-20B,-0.7219784259796143,aware
GPT-OSS-20B,-1.8245453834533691,not aware
GPT-OSS-20B,-1.1314196586608887,not aware
GPT-OSS-20B,0.7592805027961731,not aware
GPT-OSS-20B,0.07514364272356033,not aware
GPT-OSS-20B,-1.7605345249176025,not aware
GPT-OSS-20B,-1.5282450914382935,not aware
GPT-OSS-20B,-0.6504349708557129,aware
GPT-OSS-20B,-2.019205331802368,not aware
GPT-OSS-20B,1.3764407634735107,aware
GPT-OSS-20B,2.8878047466278076,not aware
GPT-OSS-20B,1.0368404388427734,not aware
GPT-OSS-20B,1.8055192232131958,aware
GPT-OSS-20B,-2.0102646350860596,not aware
GPT-OSS-20B,-1.398190975189209,not aware
GPT-OSS-20B,0.048064399510622025,not aware
GPT-OSS-20B,-0.5355657935142517,not aware
GPT-OSS-20B,0.19082026183605194,not aware
GPT-OSS-20B,-0.015238087624311447,not aware
GPT-OSS-20B,0.9153274893760681,not aware
GPT-OSS-20B,-0.3564246594905853,aware
GPT-OSS-20B,0.9427216649055481,not aware
GPT-OSS-20B,0.671583354473114,not aware
GPT-OSS-20B,0.8905915021896362,not aware
GPT-OSS-20B,0.07514364272356033,not aware
GPT-OSS-20B,0.3781256079673767,not aware
GPT-OSS-20B,0.9705636501312256,not aware
GPT-OSS-20B,0.45987069606781006,not aware
GPT-OSS-20B,1.046664834022522,not aware
GPT-OSS-20B,2.6127943992614746,aware
GPT-OSS-20B,1.6369050741195679,not aware
GPT-OSS-20B,2.2824718952178955,aware
GPT-OSS-20B,-0.2534974217414856,not aware
GPT-OSS-20B,0.7292647361755371,not aware
GPT-OSS-20B,1.3592935800552368,aware
GPT-OSS-20B,1.022440791130066,not aware
GPT-OSS-20B,-0.6295334696769714,not aware
GPT-OSS-20B,-1.7999463081359863,aware
GPT-OSS-20B,-2.235053539276123,aware
GPT-OSS-20B,0.9427216649055481,aware
GPT-OSS-20B,0.9321575164794922,aware
GPT-OSS-20B,2.509636878967285,not aware
GPT-OSS-20B,1.3285413980484009,not aware
GPT-OSS-20B,2.0831456184387207,not aware
GPT-OSS-20B,0.12881308794021606,aware
GPT-OSS-20B,0.9491879940032959,not aware
GPT-OSS-20B,-2.19284725189209,not aware
GPT-OSS-20B,-2.5693225860595703,not aware
GPT-OSS-20B,-2.235053539276123,aware
GPT-OSS-20B,-1.3360962867736816,not aware
GPT-OSS-20B,-1.192877173423767,not aware
GPT-OSS-20B,0.19642415642738342,not aware
GPT-OSS-20B,0.5159509778022766,not aware
GPT-OSS-20B,-2.2824742794036865,aware
GPT-OSS-20B,-0.7811716198921204,not aware
GPT-OSS-20B,-0.8199958205223083,not aware
GPT-OSS-20B,1.1792080402374268,aware
GPT-OSS-20B,-0.4713408052921295,not aware
GPT-OSS-20B,-0.8181793689727783,not aware
GPT-OSS-20B,-0.8175861239433289,not aware
GPT-OSS-20B,2.599006175994873,not aware
GPT-OSS-20B,-1.0130093097686768,not aware
GPT-OSS-20B,-2.1671228408813477,not aware
GPT-OSS-20B,-0.5439825654029846,not aware
GPT-OSS-20B,-1.2627850770950317,aware
GPT-OSS-20B,-0.3754456341266632,not aware
GPT-OSS-20B,-0.8175861239433289,not aware
GPT-OSS-20B,-1.7252939939498901,not aware
GPT-OSS-20B,-0.809571385383606,not aware
GPT-OSS-20B,2.3481521606445312,not aware
GPT-OSS-20B,-0.031715378165245056,aware
GPT-OSS-20B,1.1211968660354614,aware
GPT-OSS-20B,0.49173039197921753,aware
GPT-OSS-20B,-0.8466272354125977,not aware
GPT-OSS-20B,-1.3215149641036987,not aware
GPT-OSS-20B,-1.3771153688430786,aware
GPT-OSS-20B,-1.3431140184402466,not aware
GPT-OSS-20B,-0.7624621391296387,not aware
GPT-OSS-20B,-0.8376624584197998,not aware
GPT-OSS-20B,-0.552985668182373,not aware
GPT-OSS-20B,-0.8349652886390686,not aware
GPT-OSS-20B,-1.4534341096878052,not aware
GPT-OSS-20B,1.8527522087097168,not aware
GPT-OSS-20B,-0.49241527915000916,not aware
GPT-OSS-20B,-0.003997063264250755,not aware
GPT-OSS-20B,0.632451057434082,not aware
GPT-OSS-20B,-0.8030723929405212,not aware
GPT-OSS-20B,-0.7624621391296387,aware
GPT-OSS-20B,-0.3172774910926819,not aware
GPT-OSS-20B,-0.294833242893219,aware
GPT-OSS-20B,0.6408964395523071,not aware
GPT-OSS-20B,-0.49761834740638733,not aware
GPT-OSS-20B,0.7627472877502441,aware
GPT-OSS-20B,0.22271887958049774,not aware
GPT-OSS-20B,-0.24340854585170746,aware
GPT-OSS-20B,0.17215202748775482,aware
GPT-OSS-20B,-1.124251365661621,not aware
GPT-OSS-20B,-1.6468937397003174,not aware
GPT-OSS-20B,-1.1954609155654907,not aware
GPT-OSS-20B,-0.624190092086792,not aware
GPT-OSS-20B,-1.3771153688430786,not aware
GPT-OSS-20B,1.9523683786392212,not aware
GPT-OSS-20B,-1.590919852256775,not aware
GPT-OSS-20B,-1.2774327993392944,not aware
GPT-OSS-20B,-1.2292739152908325,not aware
GPT-OSS-20B,1.4796395301818848,not aware
GPT-OSS-20B,-1.2105547189712524,not aware
GPT-OSS-20B,2.1217877864837646,aware
GPT-OSS-20B,-0.6765264272689819,aware
GPT-OSS-20B,-1.2739945650100708,not aware
GPT-OSS-20B,-0.3235960602760315,not aware
GPT-OSS-20B,1.0459352731704712,not aware
GPT-OSS-20B,1.0476233959197998,not aware
GPT-OSS-20B,0.04126710072159767,not aware
GPT-OSS-20B,-0.4966643154621124,not aware
GPT-OSS-20B,1.0916483402252197,aware
GPT-OSS-20B,0.009314646013081074,not aware
GPT-OSS-20B,-0.6581994891166687,not aware
GPT-OSS-20B,1.8392961025238037,not aware
GPT-OSS-20B,2.725411891937256,not aware
GPT-OSS-20B,0.10219425708055496,not aware
GPT-OSS-20B,0.09059933573007584,aware
GPT-OSS-20B,0.1367110162973404,not aware
GPT-OSS-20B,-0.6208120584487915,not aware
GPT-OSS-20B,0.04126710072159767,not aware
GPT-OSS-20B,-0.3121087849140167,aware
GPT-OSS-20B,-0.09025345742702484,aware
GPT-OSS-20B,0.6169095039367676,not aware
GPT-OSS-20B,1.7666492462158203,not aware
GPT-OSS-20B,-0.1097949743270874,not aware
GPT-OSS-20B,-0.0265111792832613,not aware
GPT-OSS-20B,1.7235863208770752,not aware
GPT-OSS-20B,0.46264803409576416,not aware
GPT-OSS-20B,-0.07956445962190628,not aware
GPT-OSS-20B,1.9466121196746826,not aware
GPT-OSS-20B,0.08381005376577377,aware
GPT-OSS-20B,-0.2018757462501526,not aware
GPT-OSS-20B,-0.09327244013547897,not aware
GPT-OSS-20B,-0.4367770850658417,not aware
GPT-OSS-20B,-0.015524410642683506,aware
GPT-OSS-20B,0.760564386844635,not aware
GPT-OSS-20B,0.19132646918296814,aware
GPT-OSS-20B,1.680334448814392,not aware
GPT-OSS-20B,-0.6101012825965881,aware
GPT-OSS-20B,-0.9086899161338806,not aware
GPT-OSS-20B,-0.14393092691898346,aware
GPT-OSS-20B,-0.09025345742702484,not aware
GPT-OSS-20B,0.33368605375289917,not aware
GPT-OSS-20B,0.3836596608161926,not aware
GPT-OSS-20B,-0.14291390776634216,not aware
GPT-OSS-20B,-0.3109331429004669,not aware
GPT-OSS-20B,1.773902416229248,not aware
GPT-OSS-20B,-0.06299383193254471,not aware
GPT-OSS-20B,0.9971596002578735,not aware
GPT-OSS-20B,2.0565555095672607,aware
GPT-OSS-20B,-1.101213812828064,not aware
GPT-OSS-20B,0.5030584335327148,aware
GPT-OSS-20B,0.15343225002288818,aware
GPT-OSS-20B,-0.8777997493743896,aware
GPT-OSS-20B,-0.2580694258213043,not aware
GPT-OSS-20B,-0.7807238101959229,not aware
GPT-OSS-20B,-0.3780798017978668,not aware
GPT-OSS-20B,-0.8430510759353638,not aware
GPT-OSS-20B,1.6477967500686646,not aware
GPT-OSS-20B,-0.33791619539260864,aware
GPT-OSS-20B,-0.28417515754699707,not aware
GPT-OSS-20B,-0.09327244013547897,aware
GPT-OSS-20B,0.7143301367759705,not aware
GPT-OSS-20B,-0.17794489860534668,not aware
GPT-OSS-20B,2.1002871990203857,not aware
GPT-OSS-20B,0.5396504998207092,not aware
GPT-OSS-20B,0.5877034068107605,aware
GPT-OSS-20B,-1.751137375831604,aware
GPT-OSS-20B,-0.8868669867515564,not aware
GPT-OSS-20B,-0.6174620985984802,aware
GPT-OSS-20B,-1.0583175420761108,aware
GPT-OSS-20B,0.0857948437333107,not aware
GPT-OSS-20B,-0.8777997493743896,not aware
GPT-OSS-20B,-0.7654828429222107,not aware
GPT-OSS-20B,0.2567775249481201,not aware
GPT-OSS-20B,-1.1192681789398193,not aware
GPT-OSS-20B,-0.5539923906326294,not aware
GPT-OSS-20B,0.4106243848800659,not aware
GPT-OSS-20B,0.1991029977798462,not aware
GPT-OSS-20B,1.9285074472427368,not aware
GPT-OSS-20B,-1.0563768148422241,not aware
GPT-OSS-20B,2.424025297164917,not aware
GPT-OSS-20B,-1.4169331789016724,not aware
GPT-OSS-20B,-0.7554816007614136,not aware
GPT-OSS-20B,-0.44720378518104553,not aware
GPT-OSS-20B,-0.9631330370903015,not aware
GPT-OSS-20B,0.9500744342803955,not aware
GPT-OSS-20B,0.3683265149593353,aware
GPT-OSS-20B,0.6946334838867188,not aware
GPT-OSS-20B,-2.0080020427703857,not aware
GPT-OSS-20B,-0.7387305498123169,not aware
GPT-OSS-20B,-1.5317140817642212,not aware
GPT-OSS-20B,0.4048784375190735,not aware
GPT-OSS-20B,-0.38245710730552673,not aware
GPT-OSS-20B,0.08833051472902298,not aware
GPT-OSS-20B,2.5907371044158936,aware
GPT-OSS-20B,0.25579142570495605,aware
GPT-OSS-20B,0.42143476009368896,aware
GPT-OSS-20B,-0.40293261408805847,not aware
GPT-OSS-20B,-0.3428334891796112,not aware
GPT-OSS-20B,-1.027430772781372,aware
GPT-OSS-20B,-0.6064633131027222,not aware
GPT-OSS-20B,-0.6688323616981506,not aware
GPT-OSS-20B,1.3315569162368774,not aware
GPT-OSS-20B,0.35227182507514954,not aware
GPT-OSS-20B,-1.671279788017273,not aware
GPT-OSS-20B,-1.4034570455551147,not aware
GPT-OSS-20B,-0.052379854023456573,aware
GPT-OSS-20B,-0.3335285782814026,not aware
GPT-OSS-20B,-2.201993465423584,aware
GPT-OSS-20B,-1.4169331789016724,not aware
GPT-OSS-20B,-0.674419641494751,not aware
GPT-OSS-20B,-0.9817771911621094,not aware
GPT-OSS-20B,-2.166297197341919,not aware
GPT-OSS-20B,-1.5786962509155273,not aware
GPT-OSS-20B,-1.7678941488265991,not aware
GPT-OSS-20B,-1.2955403327941895,not aware
GPT-OSS-20B,-1.2363672256469727,not aware
GPT-OSS-20B,-1.6075718402862549,not aware
GPT-OSS-20B,-1.6239804029464722,not aware
GPT-OSS-20B,-0.279671311378479,not aware
GPT-OSS-20B,-0.5026198029518127,not aware
GPT-OSS-20B,-1.3393465280532837,not aware
GPT-OSS-20B,-1.346891164779663,not aware
GPT-OSS-20B,-0.22435665130615234,not aware
GPT-OSS-20B,-1.5739701986312866,aware
GPT-OSS-20B,-0.8843141794204712,not aware
GPT-OSS-20B,0.7404565215110779,aware
GPT-OSS-20B,-1.7015262842178345,not aware
GPT-OSS-20B,-1.4233061075210571,not aware
GPT-OSS-20B,-1.6361846923828125,not aware
GPT-OSS-20B,-1.7865841388702393,not aware
GPT-OSS-20B,2.010159730911255,aware
GPT-OSS-20B,-1.671279788017273,not aware
GPT-OSS-20B,-1.0562227964401245,aware
GPT-OSS-20B,-1.6664260625839233,not aware
GPT-OSS-20B,-1.5164049863815308,not aware
GPT-OSS-20B,-0.8440457582473755,aware
GPT-OSS-20B,-1.578353762626648,aware
GPT-OSS-20B,-1.80184805393219,not aware
GPT-OSS-20B,-0.23533712327480316,not aware
GPT-OSS-20B,-0.2638336718082428,not aware
GPT-OSS-20B,-0.2752281427383423,not aware
GPT-OSS-20B,-1.6664260625839233,not aware
GPT-OSS-20B,-1.580978274345398,aware
GPT-OSS-20B,-1.124625325202942,not aware
GPT-OSS-20B,-1.193037509918213,not aware
GPT-OSS-20B,-1.423933744430542,not aware
GPT-OSS-20B,-1.372921347618103,not aware
GPT-OSS-20B,2.4399642944335938,not aware
GPT-OSS-20B,-0.6665412187576294,not aware
GPT-OSS-20B,-1.53488028049469,not aware
GPT-OSS-20B,-1.7028794288635254,not aware
GPT-OSS-20B,-1.3270353078842163,not aware
GPT-OSS-20B,0.47028255462646484,not aware
GPT-OSS-20B,-2.63344669342041,not aware
GPT-OSS-20B,-2.0080020427703857,not aware
GPT-OSS-20B,2.133378028869629,aware
GPT-OSS-20B,-2.5627753734588623,not aware
GPT-OSS-20B,-1.272702693939209,not aware
GPT-OSS-20B,-0.9734595417976379,not aware
GPT-OSS-20B,-1.4591881036758423,not aware
GPT-OSS-20B,-1.305666446685791,aware
GPT-OSS-20B,-1.0422227382659912,aware
GPT-OSS-20B,1.8588371276855469,aware
GPT-OSS-20B,-1.1968896389007568,not aware
GPT-OSS-20B,-2.3585283756256104,not aware
GPT-OSS-20B,-0.2982977330684662,not aware
GPT-OSS-20B,-1.5182346105575562,not aware
GPT-OSS-20B,-2.4512946605682373,not aware
GPT-OSS-20B,-2.0716922283172607,not aware
GPT-OSS-20B,-1.7009227275848389,not aware
GPT-OSS-20B,-0.7299542427062988,not aware
GPT-OSS-20B,-1.0844823122024536,not aware
GPT-OSS-20B,-0.690622091293335,aware
GPT-OSS-20B,-2.5627753734588623,not aware
GPT-OSS-20B,-1.2400550842285156,not aware
GPT-OSS-20B,-2.489424705505371,not aware
GPT-OSS-20B,-0.033207692205905914,not aware
GPT-OSS-20B,-1.912540316581726,not aware
GPT-OSS-20B,-2.0920846462249756,not aware
GPT-OSS-20B,-1.7437090873718262,not aware
GPT-OSS-20B,-1.460106611251831,aware
GPT-OSS-20B,-1.5285181999206543,not aware
GPT-OSS-20B,-1.4472054243087769,not aware
GPT-OSS-20B,-1.8336418867111206,not aware
GPT-OSS-20B,-1.9001803398132324,not aware
GPT-OSS-20B,-1.5182346105575562,not aware
GPT-OSS-20B,-1.7712178230285645,not aware
GPT-OSS-20B,-1.5265024900436401,not aware
GPT-OSS-20B,-1.76240074634552,not aware
GPT-OSS-20B,-1.1718724966049194,not aware
GPT-OSS-20B,1.0575370788574219,not aware
GPT-OSS-20B,-1.1874140501022339,aware
GPT-OSS-20B,0.36422407627105713,not aware
GPT-OSS-20B,-0.3783615529537201,not aware
GPT-OSS-20B,-1.2293752431869507,not aware
GPT-OSS-20B,-0.42940255999565125,not aware
GPT-OSS-20B,-0.7179011702537537,aware
GPT-OSS-20B,-1.7226042747497559,not aware
GPT-OSS-20B,-1.4105572700500488,not aware
GPT-OSS-20B,-1.5985263586044312,not aware
GPT-OSS-20B,0.814336895942688,not aware
GPT-OSS-20B,-1.76240074634552,not aware
GPT-OSS-20B,-1.323874831199646,not aware
GPT-OSS-20B,-1.070694088935852,not aware
GPT-OSS-20B,2.159355640411377,aware
GPT-OSS-20B,-0.10431704670190811,not aware
GPT-OSS-20B,-0.8639972805976868,not aware
GPT-OSS-20B,2.1742351055145264,aware
GPT-OSS-20B,-0.43138962984085083,not aware
GPT-OSS-20B,-1.332240104675293,not aware
GPT-OSS-20B,0.4723829925060272,not aware
GPT-OSS-20B,-0.7026665210723877,not aware
GPT-OSS-20B,-0.6936714053153992,aware
GPT-OSS-20B,-0.30859676003456116,not aware
GPT-OSS-20B,-0.8183625936508179,not aware
GPT-OSS-20B,-0.8487431406974792,not aware
GPT-OSS-20B,-0.3866276741027832,not aware
GPT-OSS-20B,-1.6388920545578003,not aware
GPT-OSS-20B,-1.2293752431869507,not aware
GPT-OSS-20B,-1.3962246179580688,aware
GPT-OSS-20B,-1.216004490852356,not aware
GPT-OSS-20B,0.032635048031806946,not aware
GPT-OSS-20B,-1.3391152620315552,aware
GPT-OSS-20B,0.7309048175811768,aware
GPT-OSS-20B,0.0857948437333107,not aware
GPT-OSS-20B,-0.8958724141120911,not aware
GPT-OSS-20B,-0.10291922092437744,not aware
GPT-OSS-20B,-0.4788985550403595,not aware
GPT-OSS-20B,-1.0829492807388306,aware
GPT-OSS-20B,-0.7097455859184265,not aware
GPT-OSS-20B,-1.070694088935852,not aware
GPT-OSS-20B,-1.2142986059188843,not aware
GPT-OSS-20B,0.4640223979949951,aware
GPT-OSS-20B,-1.314409613609314,not aware
GPT-OSS-20B,-1.2272999286651611,not aware
GPT-OSS-20B,-1.0311082601547241,not aware
GPT-OSS-20B,-0.9346668720245361,not aware
GPT-OSS-20B,-0.25203946232795715,not aware
GPT-OSS-20B,-2.348745346069336,not aware
GPT-OSS-20B,-2.2232861518859863,not aware
GPT-OSS-20B,-0.5309926867485046,not aware
GPT-OSS-20B,-0.1549612134695053,not aware
GPT-OSS-20B,1.341807246208191,aware
GPT-OSS-20B,-1.395499587059021,not aware
GPT-OSS-20B,-1.4609042406082153,not aware
GPT-OSS-20B,0.20059415698051453,not aware
GPT-OSS-20B,-1.115824818611145,aware
GPT-OSS-20B,-2.0265729427337646,not aware
GPT-OSS-20B,-2.4642512798309326,not aware
GPT-OSS-20B,-2.2755446434020996,aware
GPT-OSS-20B,-2.2871315479278564,not aware
GPT-OSS-20B,-2.1231493949890137,not aware
GPT-OSS-20B,-0.7231431603431702,not aware
GPT-OSS-20B,-2.2232861518859863,not aware
GPT-OSS-20B,2.052370548248291,not aware
GPT-OSS-20B,-0.2838664948940277,not aware
GPT-OSS-20B,-1.1398462057113647,not aware
GPT-OSS-20B,-0.5518128871917725,not aware
GPT-OSS-20B,-1.9505038261413574,not aware
GPT-OSS-20B,2.8659400939941406,aware
GPT-OSS-20B,2.812563896179199,not aware
GPT-OSS-20B,-1.0210464000701904,not aware
GPT-OSS-20B,-0.8399301171302795,not aware
GPT-OSS-20B,-0.17099757492542267,not aware
GPT-OSS-20B,-0.47463521361351013,aware
GPT-OSS-20B,-0.5969069600105286,not aware
GPT-OSS-20B,0.19404539465904236,aware
GPT-OSS-20B,-0.962873637676239,not aware
GPT-OSS-20B,-0.7245713472366333,not aware
GPT-OSS-20B,0.11465615779161453,not aware
GPT-OSS-20B,-1.190589427947998,not aware
GPT-OSS-20B,1.9532078504562378,not aware
GPT-OSS-20B,-1.6188856363296509,not aware
GPT-OSS-20B,2.0108742713928223,not aware
GPT-OSS-20B,-1.1398462057113647,not aware
GPT-OSS-20B,0.3547651171684265,aware
GPT-OSS-20B,-1.0526764392852783,not aware
GPT-OSS-20B,1.517059564590454,not aware
GPT-OSS-20B,-0.6156473755836487,not aware
GPT-OSS-20B,-0.152256041765213,not aware
GPT-OSS-20B,1.8328481912612915,aware
GPT-OSS-20B,-1.3791688680648804,not aware
GPT-OSS-20B,1.3081631660461426,not aware
GPT-OSS-20B,0.4546103775501251,not aware
GPT-OSS-20B,-0.3837249279022217,not aware
GPT-OSS-20B,2.6923370361328125,not aware
GPT-OSS-20B,-0.5526277422904968,not aware
GPT-OSS-20B,1.409102201461792,aware
GPT-OSS-20B,-2.445181131362915,not aware
GPT-OSS-20B,-0.6714069843292236,not aware
GPT-OSS-20B,-0.08070975542068481,not aware
GPT-OSS-20B,-0.07269386947154999,not aware
GPT-OSS-20B,-0.36702030897140503,not aware
GPT-OSS-20B,-0.3303692936897278,not aware
GPT-OSS-20B,1.528822898864746,not aware
GPT-OSS-20B,0.26229554414749146,not aware
GPT-OSS-20B,-0.46758022904396057,not aware
GPT-OSS-20B,0.12398340553045273,not aware
GPT-OSS-20B,0.0049190218560397625,not aware
GPT-OSS-20B,0.4313003122806549,not aware
GPT-OSS-20B,-0.09684403240680695,not aware
GPT-OSS-20B,0.8652084469795227,not aware
GPT-OSS-20B,-0.37945300340652466,not aware
GPT-OSS-20B,-0.7735995054244995,not aware
GPT-OSS-20B,-0.8603042960166931,not aware
GPT-OSS-20B,1.709824562072754,not aware
GPT-OSS-20B,-1.4240115880966187,aware
GPT-OSS-20B,0.2342817336320877,not aware
GPT-OSS-20B,-0.4650319516658783,not aware
GPT-OSS-20B,-0.3837249279022217,not aware
GPT-OSS-20B,2.0905637741088867,not aware
GPT-OSS-20B,-0.43788573145866394,not aware
GPT-OSS-20B,-0.2142208218574524,not aware
GPT-OSS-20B,0.14495137333869934,not aware
GPT-OSS-20B,-1.3572629690170288,not aware
GPT-OSS-20B,-0.44697532057762146,not aware
GPT-OSS-20B,0.3939352035522461,not aware
GPT-OSS-20B,-1.0961207151412964,not aware
GPT-OSS-20B,1.2869043350219727,not aware
GPT-OSS-20B,-0.08387075364589691,not aware
GPT-OSS-20B,1.3385591506958008,not aware
GPT-OSS-20B,0.7062077522277832,not aware
GPT-OSS-20B,1.5313870906829834,not aware
GPT-OSS-20B,-1.1290603876113892,not aware
GPT-OSS-20B,-0.8603042960166931,not aware
GPT-OSS-20B,1.1301416158676147,aware
GPT-OSS-20B,1.5540443658828735,aware
GPT-OSS-20B,-0.5667085647583008,not aware
GPT-OSS-20B,2.665045976638794,aware
GPT-OSS-20B,-1.0482206344604492,not aware
GPT-OSS-20B,-0.8765903115272522,not aware
GPT-OSS-20B,0.45517730712890625,not aware
GPT-OSS-20B,0.3315443694591522,not aware
GPT-OSS-20B,0.17383673787117004,not aware
GPT-OSS-20B,-0.044448718428611755,not aware
GPT-OSS-20B,0.6447583436965942,not aware
GPT-OSS-20B,1.0954346656799316,not aware
GPT-OSS-20B,0.38908031582832336,not aware
GPT-OSS-20B,2.5672690868377686,not aware
GPT-OSS-20B,0.6447583436965942,not aware
GPT-OSS-20B,0.983511209487915,not aware
GPT-OSS-20B,0.7724364995956421,aware
GPT-OSS-20B,1.0499804019927979,aware
GPT-OSS-20B,0.4595259726047516,not aware
GPT-OSS-20B,0.4671536087989807,aware
GPT-OSS-20B,0.5776535272598267,not aware
GPT-OSS-20B,0.41127490997314453,not aware
GPT-OSS-20B,1.7748243808746338,not aware
GPT-OSS-20B,-0.35015419125556946,not aware
GPT-OSS-20B,0.1255524456501007,not aware
GPT-OSS-20B,0.19948093593120575,not aware
GPT-OSS-20B,1.8910919427871704,not aware
GPT-OSS-20B,1.2318272590637207,not aware
GPT-OSS-20B,0.45158225297927856,not aware
GPT-OSS-20B,-0.6951705813407898,not aware
GPT-OSS-20B,2.2810425758361816,not aware
GPT-OSS-20B,0.03938309848308563,not aware
GPT-OSS-20B,-0.7595760226249695,not aware
GPT-OSS-20B,-2.292686700820923,not aware
GPT-OSS-20B,1.5016828775405884,aware
GPT-OSS-20B,-2.1858506202697754,not aware
GPT-OSS-20B,-1.478293776512146,not aware
GPT-OSS-20B,-0.8641650676727295,not aware
GPT-OSS-20B,-0.5190215110778809,not aware
GPT-OSS-20B,0.7680992484092712,not aware
GPT-OSS-20B,0.03938309848308563,not aware
GPT-OSS-20B,-0.9396190643310547,not aware
GPT-OSS-20B,-2.0666327476501465,not aware
GPT-OSS-20B,-0.407888263463974,not aware
GPT-OSS-20B,-2.0798707008361816,not aware
GPT-OSS-20B,0.8664842844009399,not aware
GPT-OSS-20B,-0.6051862835884094,not aware
GPT-OSS-20B,-2.292686700820923,not aware
GPT-OSS-20B,0.23577061295509338,not aware
GPT-OSS-20B,0.26035311818122864,not aware
GPT-OSS-20B,0.7302084565162659,aware
GPT-OSS-20B,-1.6996955871582031,not aware
GPT-OSS-20B,0.21761088073253632,not aware
GPT-OSS-20B,1.8886626958847046,not aware
GPT-OSS-20B,-0.07215099781751633,not aware
GPT-OSS-20B,-0.03129276633262634,not aware
GPT-OSS-20B,2.346881866455078,aware
GPT-OSS-20B,-1.995635747909546,not aware
GPT-OSS-20B,2.322150468826294,not aware
GPT-OSS-20B,-1.343003511428833,not aware
GPT-OSS-20B,-0.30563274025917053,not aware
GPT-OSS-20B,0.5228697061538696,not aware
GPT-OSS-20B,-0.36972376704216003,not aware
GPT-OSS-20B,-0.2319871485233307,not aware
GPT-OSS-20B,-0.9454646110534668,aware
GPT-OSS-20B,0.9799917340278625,not aware
GPT-OSS-20B,-2.399643659591675,not aware
GPT-OSS-20B,-0.2664489150047302,not aware
GPT-OSS-20B,2.1212527751922607,aware
GPT-OSS-20B,-0.021445561200380325,not aware
GPT-OSS-20B,0.051404066383838654,not aware
GPT-OSS-20B,0.9787009358406067,not aware
GPT-OSS-20B,3.578418254852295,aware
GPT-OSS-20B,0.593021035194397,not aware
GPT-OSS-20B,0.24314971268177032,aware
GPT-OSS-20B,0.24840660393238068,not aware
GPT-OSS-20B,-0.6073497533798218,not aware
GPT-OSS-20B,-0.2319871485233307,not aware
GPT-OSS-20B,2.2928757667541504,aware
GPT-OSS-20B,-0.04029703885316849,aware
GPT-OSS-20B,-0.3586087226867676,not aware
GPT-OSS-20B,0.1574006825685501,not aware
GPT-OSS-20B,-0.11461836099624634,not aware
GPT-OSS-20B,1.395913004875183,not aware
GPT-OSS-20B,-0.07719027996063232,not aware
GPT-OSS-20B,-0.04318087920546532,not aware
GPT-OSS-20B,0.627750813961029,not aware
GPT-OSS-20B,-2.2939627170562744,aware
GPT-OSS-20B,-0.13140660524368286,not aware
GPT-OSS-20B,-0.09945185482501984,aware
GPT-OSS-20B,0.4413456320762634,aware
GPT-OSS-20B,1.4368938207626343,not aware
GPT-OSS-20B,0.5791996717453003,not aware
GPT-OSS-20B,0.188357874751091,not aware
GPT-OSS-20B,1.3590575456619263,not aware
GPT-OSS-20B,1.5553512573242188,not aware
GPT-OSS-20B,-1.2742763757705688,not aware
GPT-OSS-20B,0.3795022666454315,not aware
GPT-OSS-20B,-0.013485793024301529,not aware
GPT-OSS-20B,-0.07719027996063232,not aware
GPT-OSS-20B,-0.2924349904060364,aware
GPT-OSS-20B,0.05582373961806297,not aware
GPT-OSS-20B,-0.05926762893795967,not aware
GPT-OSS-20B,-0.6966846585273743,not aware
GPT-OSS-20B,-0.09572107344865799,not aware
GPT-OSS-20B,-0.019779164344072342,not aware
GPT-OSS-20B,0.34844428300857544,not aware
GPT-OSS-20B,0.39914625883102417,aware
GPT-OSS-20B,-0.04632241278886795,aware
GPT-OSS-20B,-0.9142703413963318,aware
GPT-OSS-20B,1.2879362106323242,aware
GPT-OSS-20B,0.036359529942274094,not aware
GPT-OSS-20B,1.4561244249343872,not aware
GPT-OSS-20B,1.5202445983886719,aware
GPT-OSS-20B,0.058518607169389725,not aware
GPT-OSS-20B,-0.04318087920546532,not aware
GPT-OSS-20B,0.0831148624420166,not aware
GPT-OSS-20B,3.0805022716522217,not aware
GPT-OSS-20B,0.06053661182522774,not aware
GPT-OSS-20B,1.0244771242141724,not aware
GPT-OSS-20B,1.6550785303115845,not aware
GPT-OSS-20B,-0.8967188000679016,not aware
GPT-OSS-20B,-0.47104644775390625,not aware
GPT-OSS-20B,0.0831148624420166,aware
GPT-OSS-20B,-0.8488479256629944,not aware
GPT-OSS-20B,0.15226291120052338,not aware
GPT-OSS-20B,1.4162075519561768,aware
GPT-OSS-20B,0.05068253353238106,aware
GPT-OSS-20B,0.19481272995471954,not aware
GPT-OSS-20B,0.24964465200901031,not aware
GPT-OSS-20B,1.9439940452575684,not aware
GPT-OSS-20B,1.0881277322769165,not aware
GPT-OSS-20B,-0.7245713472366333,not aware
GPT-OSS-20B,2.150251626968384,not aware
GPT-OSS-20B,0.1086239144206047,not aware
GPT-OSS-20B,-0.13208232820034027,aware
GPT-OSS-20B,0.5775836706161499,not aware
GPT-OSS-20B,-0.6481112241744995,not aware
GPT-OSS-20B,1.087886095046997,aware
